,country,year,sex_code,sex_label,cancer_code,cancer_site,cases_per_100k
1267,United States,2008,_T,Total,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",29.2
1268,Spain,2002,F,Female,CICDTUME,Malignant neoplasms,179.1
1269,Spain,2000,F,Female,CICDTUME,Malignant neoplasms,166.3
1270,Spain,2012,F,Female,CICDTUME,Malignant neoplasms,198.2
1271,Spain,2008,F,Female,CICDTUME,Malignant neoplasms,187.0
1272,Belgium,2002,_T,Total,CICDTUME,Malignant neoplasms,296.2
1273,Belgium,2000,_T,Total,CICDTUME,Malignant neoplasms,282.2
1274,Luxembourg,2000,M,Male,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",37.3
1275,Luxembourg,2002,M,Male,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",43.6
1276,Luxembourg,2008,M,Male,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",40.9
1277,Luxembourg,2012,M,Male,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",42.1
1278,Belgium,2012,_T,Total,CICDTUME,Malignant neoplasms,321.1
1279,Belgium,2008,_T,Total,CICDTUME,Malignant neoplasms,309.4
1280,United States,2002,_T,Total,CICDTUME,Malignant neoplasms,357.7
1281,United States,2012,_T,Total,CICDTUME,Malignant neoplasms,318.0
1282,United States,2008,_T,Total,CICDTUME,Malignant neoplasms,300.2
1283,South Africa,2012,F,Female,CICDMNBR,Malignant neoplasms of female breast,41.5
1284,India,2012,_T,Total,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",6.1
1285,Switzerland,2002,F,Female,CICDMNBR,Malignant neoplasms of female breast,81.7
1286,Switzerland,2000,F,Female,CICDMNBR,Malignant neoplasms of female breast,70.1
1287,Norway,2012,_T,Total,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",38.9
1288,Norway,2008,_T,Total,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",37.8
1289,Norway,2002,_T,Total,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",40.3
1290,Switzerland,2012,F,Female,CICDMNBR,Malignant neoplasms of female breast,83.1
1291,Switzerland,2008,F,Female,CICDMNBR,Malignant neoplasms of female breast,89.4
1292,Chile,2008,_T,Total,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",13.0
1293,Chile,2012,_T,Total,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",15.0
1294,New Zealand,2008,_T,Total,CICDTUME,Malignant neoplasms,309.2
1295,New Zealand,2002,_T,Total,CICDTUME,Malignant neoplasms,331.0
1296,New Zealand,2012,_T,Total,CICDTUME,Malignant neoplasms,295.0
1297,India,2012,F,Female,CICDCRVX,Malignant neoplasms of cervix uteri,22.0
1298,Japan,2002,F,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",12.3
1299,Japan,2012,F,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",12.9
1300,Japan,2008,F,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",13.3
1301,Canada,2008,F,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",31.8
1302,Canada,2002,F,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",30.6
1303,Canada,2012,F,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",28.5
1304,Brazil,2012,F,Female,CICDCRVX,Malignant neoplasms of cervix uteri,16.3
1305,Portugal,2008,F,Female,CICDCRVX,Malignant neoplasms of cervix uteri,12.2
1306,Portugal,2002,F,Female,CICDCRVX,Malignant neoplasms of cervix uteri,13.5
1307,Austria,2012,M,Male,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",34.0
1308,Austria,2008,M,Male,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",36.7
1309,Austria,2002,M,Male,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",42.1
1310,Austria,2000,M,Male,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",43.2
1311,Slovak Republic,2012,F,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",29.3
1312,Slovak Republic,2008,F,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",29.2
1313,Slovak Republic,2002,F,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",27.4
1314,Portugal,2000,F,Female,CICDCRVX,Malignant neoplasms of cervix uteri,14.6
1315,Portugal,2012,F,Female,CICDCRVX,Malignant neoplasms of cervix uteri,9.0
1316,Ireland,2002,_T,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",29.8
1317,Ireland,2000,_T,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",29.1
1318,Ireland,2012,_T,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",31.3
1319,Ireland,2008,_T,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",30.6
1320,Iceland,2008,F,Female,CICDMNBR,Malignant neoplasms of female breast,86.2
1321,Iceland,2002,F,Female,CICDMNBR,Malignant neoplasms of female breast,90.0
1322,Iceland,2012,F,Female,CICDMNBR,Malignant neoplasms of female breast,96.3
1323,Poland,2008,M,Male,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",70.6
1324,Poland,2002,M,Male,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",82.0
1325,Poland,2012,M,Male,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",60.5
1326,Norway,2008,M,Male,CICDMNPR,Malignant neoplasms of prostate,115.6
1327,Norway,2002,M,Male,CICDMNPR,Malignant neoplasms of prostate,81.8
1328,Netherlands,2012,_T,Total,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",40.2
1329,Netherlands,2008,_T,Total,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",36.6
1330,Netherlands,2002,_T,Total,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",35.9
1331,Netherlands,2000,_T,Total,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",36.0
1332,Norway,2012,M,Male,CICDMNPR,Malignant neoplasms of prostate,129.7
1333,Israel,2008,F,Female,CICDMNBR,Malignant neoplasms of female breast,96.8
1334,Indonesia,2012,M,Male,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",25.8
1335,Israel,2012,F,Female,CICDMNBR,Malignant neoplasms of female breast,80.5
1336,Iceland,2008,M,Male,CICDMNPR,Malignant neoplasms of prostate,102.2
1337,Iceland,2002,M,Male,CICDMNPR,Malignant neoplasms of prostate,81.0
1338,Iceland,2012,M,Male,CICDMNPR,Malignant neoplasms of prostate,106.6
1339,Iceland,2008,_T,Total,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",30.4
1340,Iceland,2002,_T,Total,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",30.5
1341,Iceland,2012,_T,Total,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",28.4
1342,Slovenia,2008,M,Male,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",50.5
1343,Slovenia,2012,M,Male,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",53.8
1344,Japan,2002,_T,Total,CICDTUME,Malignant neoplasms,214.5
1345,Japan,2012,_T,Total,CICDTUME,Malignant neoplasms,217.1
1346,Japan,2008,_T,Total,CICDTUME,Malignant neoplasms,201.1
1347,Ireland,2002,M,Male,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",39.8
1348,Ireland,2000,M,Male,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",39.5
1349,Ireland,2012,M,Male,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",36.1
1350,Ireland,2008,M,Male,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",37.9
1351,Slovak Republic,2012,F,Female,CICDMNBR,Malignant neoplasms of female breast,57.5
1352,Slovak Republic,2008,F,Female,CICDMNBR,Malignant neoplasms of female breast,53.4
1353,Türkiye,2002,M,Male,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",47.7
1354,Türkiye,2012,M,Male,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",63.9
1355,Slovak Republic,2002,F,Female,CICDMNBR,Malignant neoplasms of female breast,48.0
1356,Türkiye,2008,M,Male,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",49.1
1357,Estonia,2008,M,Male,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",31.5
1358,Sweden,2002,F,Female,CICDCRVX,Malignant neoplasms of cervix uteri,8.2
1359,Sweden,2000,F,Female,CICDCRVX,Malignant neoplasms of cervix uteri,9.4
1360,Luxembourg,2002,M,Male,CICDTUME,Malignant neoplasms,339.2
1361,Luxembourg,2000,M,Male,CICDTUME,Malignant neoplasms,309.3
1362,Luxembourg,2012,M,Male,CICDTUME,Malignant neoplasms,309.1
1363,Luxembourg,2008,M,Male,CICDTUME,Malignant neoplasms,324.0
1364,Israel,2012,M,Male,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",29.5
1365,Israel,2008,M,Male,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",33.1
1366,Italy,2008,_T,Total,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",36.5
1367,Italy,2002,_T,Total,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",33.0
1368,Spain,2012,F,Female,CICDMNBR,Malignant neoplasms of female breast,67.3
1369,Spain,2008,F,Female,CICDMNBR,Malignant neoplasms of female breast,61.0
1370,Spain,2002,F,Female,CICDMNBR,Malignant neoplasms of female breast,50.9
1371,Spain,2000,F,Female,CICDMNBR,Malignant neoplasms of female breast,47.9
1372,Italy,2000,_T,Total,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",29.6
1373,Italy,2012,_T,Total,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",33.9
1374,Czechia,2008,M,Male,CICDMNPR,Malignant neoplasms of prostate,63.0
1375,Czechia,2002,M,Male,CICDMNPR,Malignant neoplasms of prostate,38.1
1376,Czechia,2012,M,Male,CICDMNPR,Malignant neoplasms of prostate,72.2
1377,Korea,2008,M,Male,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",46.9
1378,Korea,2002,M,Male,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",24.7
1379,Finland,2012,M,Male,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",28.2
1380,Finland,2008,M,Male,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",27.6
1381,Finland,2002,M,Male,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",25.5
1382,Finland,2000,M,Male,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",25.2
1383,South Africa,2012,_T,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",18.5
1384,Korea,2012,M,Male,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",58.7
1385,Ireland,2012,M,Male,CICDMNPR,Malignant neoplasms of prostate,114.2
1386,Ireland,2008,M,Male,CICDMNPR,Malignant neoplasms of prostate,126.3
1387,Ireland,2000,M,Male,CICDMNPR,Malignant neoplasms of prostate,47.8
1388,Ireland,2002,M,Male,CICDMNPR,Malignant neoplasms of prostate,56.3
1389,Germany,2012,F,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",23.3
1390,Germany,2008,F,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",27.3
1391,Germany,2002,F,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",33.1
1392,Germany,2000,F,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",32.0
1393,Switzerland,2012,F,Female,CICDTUME,Malignant neoplasms,245.9
1394,Switzerland,2008,F,Female,CICDTUME,Malignant neoplasms,236.0
1395,Switzerland,2002,F,Female,CICDTUME,Malignant neoplasms,240.1
1396,Switzerland,2000,F,Female,CICDTUME,Malignant neoplasms,211.3
1397,Ireland,2002,F,Female,CICDTUME,Malignant neoplasms,234.9
1398,Ireland,2000,F,Female,CICDTUME,Malignant neoplasms,237.1
1399,Ireland,2012,F,Female,CICDTUME,Malignant neoplasms,278.9
1400,Ireland,2008,F,Female,CICDTUME,Malignant neoplasms,285.1
1401,Poland,2008,_T,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",40.5
1402,Poland,2002,_T,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",48.3
1403,Poland,2012,_T,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",38.0
1404,Spain,2002,F,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",22.5
1405,Spain,2000,F,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",21.0
1406,Spain,2012,F,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",24.2
1407,Spain,2008,F,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",22.9
1408,Germany,2002,M,Male,CICDTUME,Malignant neoplasms,317.7
1409,Germany,2000,M,Male,CICDTUME,Malignant neoplasms,312.3
1410,Germany,2012,M,Male,CICDTUME,Malignant neoplasms,323.7
1411,Germany,2008,M,Male,CICDTUME,Malignant neoplasms,330.7
1412,Estonia,2012,M,Male,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",48.2
1413,Estonia,2008,M,Male,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",64.1
1414,Hungary,2008,M,Male,CICDMNPR,Malignant neoplasms of prostate,32.9
1415,Hungary,2002,M,Male,CICDMNPR,Malignant neoplasms of prostate,34.0
1416,Hungary,2012,M,Male,CICDMNPR,Malignant neoplasms of prostate,37.5
1417,Switzerland,2002,_T,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",29.2
1418,Switzerland,2000,_T,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",30.1
1419,Switzerland,2012,_T,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",27.3
1420,Switzerland,2008,_T,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",26.7
1421,Poland,2008,F,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",18.3
1422,Poland,2002,F,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",14.6
1423,Brazil,2012,F,Female,CICDTUME,Malignant neoplasms,186.8
1424,Poland,2012,F,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",21.8
1425,Mexico,2008,F,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",6.1
1426,Mexico,2002,F,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",7.0
1427,Mexico,2012,F,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",6.7
1428,Costa Rica,2012,F,Female,CICDTUME,Malignant neoplasms,169.2
1429,New Zealand,2002,_T,Total,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",47.6
1430,New Zealand,2012,_T,Total,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",37.3
1431,Chile,2012,F,Female,CICDCRVX,Malignant neoplasms of cervix uteri,12.8
1432,Chile,2008,F,Female,CICDCRVX,Malignant neoplasms of cervix uteri,14.4
1433,New Zealand,2008,_T,Total,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",40.5
1434,Netherlands,2008,_T,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",35.0
1435,Netherlands,2002,_T,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",38.8
1436,Netherlands,2000,_T,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",39.8
1437,Netherlands,2012,_T,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",37.2
1438,Slovenia,2012,M,Male,CICDMNPR,Malignant neoplasms of prostate,82.9
1439,Slovenia,2008,M,Male,CICDMNPR,Malignant neoplasms of prostate,61.6
1440,Luxembourg,2002,M,Male,CICDMNPR,Malignant neoplasms of prostate,57.2
1441,Luxembourg,2000,M,Male,CICDMNPR,Malignant neoplasms of prostate,50.4
1442,Luxembourg,2012,M,Male,CICDMNPR,Malignant neoplasms of prostate,78.8
1443,Luxembourg,2008,M,Male,CICDMNPR,Malignant neoplasms of prostate,74.8
1444,Latvia,2012,M,Male,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",30.0
1445,Colombia,2012,F,Female,CICDMNBR,Malignant neoplasms of female breast,35.7
1446,Belgium,2002,M,Male,CICDTUME,Malignant neoplasms,347.4
1447,Belgium,2000,M,Male,CICDTUME,Malignant neoplasms,329.7
1448,Belgium,2012,M,Male,CICDTUME,Malignant neoplasms,364.8
1449,Belgium,2008,M,Male,CICDTUME,Malignant neoplasms,356.7
1450,Sweden,2002,M,Male,CICDTUME,Malignant neoplasms,277.5
1451,Sweden,2000,M,Male,CICDTUME,Malignant neoplasms,262.0
1452,Sweden,2012,M,Male,CICDTUME,Malignant neoplasms,296.8
1453,Sweden,2008,M,Male,CICDTUME,Malignant neoplasms,286.6
1454,Netherlands,2000,M,Male,CICDMNPR,Malignant neoplasms of prostate,55.9
1455,Netherlands,2012,M,Male,CICDMNPR,Malignant neoplasms of prostate,83.4
1456,Netherlands,2008,M,Male,CICDMNPR,Malignant neoplasms of prostate,73.4
1457,Sweden,2012,F,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",19.1
1458,Sweden,2008,F,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",18.1
1459,Japan,2002,_T,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",25.2
1460,Japan,2012,_T,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",24.6
1461,Czechia,2008,_T,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",32.1
1462,Czechia,2002,_T,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",39.7
1463,Czechia,2012,_T,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",32.5
1464,Germany,2002,F,Female,CICDCRVX,Malignant neoplasms of cervix uteri,10.8
1465,Germany,2000,F,Female,CICDCRVX,Malignant neoplasms of cervix uteri,11.5
1466,Slovak Republic,2012,_T,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",28.3
1467,Slovak Republic,2008,_T,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",26.7
1468,Slovak Republic,2002,_T,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",38.5
1469,Germany,2008,F,Female,CICDCRVX,Malignant neoplasms of cervix uteri,6.9
1470,Germany,2012,F,Female,CICDCRVX,Malignant neoplasms of cervix uteri,8.2
1471,Estonia,2012,_T,Total,CICDTUME,Malignant neoplasms,242.8
1472,Estonia,2008,_T,Total,CICDTUME,Malignant neoplasms,230.1
1473,Austria,2002,F,Female,CICDTUME,Malignant neoplasms,238.1
1474,Austria,2000,F,Female,CICDTUME,Malignant neoplasms,219.6
1475,Austria,2012,F,Female,CICDTUME,Malignant neoplasms,222.7
1476,Austria,2008,F,Female,CICDTUME,Malignant neoplasms,218.6
1477,Spain,2000,F,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",4.0
1478,Spain,2002,F,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",5.4
1479,Spain,2012,F,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",11.3
1480,Spain,2008,F,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",7.7
1481,Greece,2002,_T,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",33.4
1482,Greece,2000,_T,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",32.1
1483,Greece,2012,_T,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",28.5
1484,Greece,2008,_T,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",29.1
1485,Mexico,2002,F,Female,CICDTUME,Malignant neoplasms,150.0
1486,Mexico,2012,F,Female,CICDTUME,Malignant neoplasms,139.9
1487,Mexico,2008,F,Female,CICDTUME,Malignant neoplasms,126.2
